id,title,author,publisher,category,published_date,isbn,price,stock
8952,마지막 문장을 찾아서,장은우,민음사,과학,2020-05-18,9781306222567,12800,3
8953,완벽한 불빛에 대하여 (합본),백정우,인사이트,역사,2020-12-11,9784151636098,15800,3
8954,서툰 불빛의 기술,황선호,현대문학,여행,2016-08-09,9782422717462,28000,3
8955,거대한 불빛 입문 (전면개정판),고지호,위즈덤하우스,예술,2006-07-07,9784055245365,19800,3
8956,새로운 시간의 역사 3,남지호,문학동네,예술,2022-12-29,9788018378141,11000,1
8957,다시 읽는 질문의 조건,문서연,김영사,과학,2015-04-06,9780486826643,9800,8
8958,다시 읽는 지도 입문,문채원,인사이트,예술,2010-11-03,9780210848128,14000,20
8959,새로운 지도의 기술 (개정판),김소율,길벗,에세이,1998-08-19,9788502471774,11000,12
8960,눈부신 거리 입문 1,임지우,은행나무,여행,2017-09-27,9784210312917,15800,8
8961,낯선 편지의 기술 3,남가은,창비,에세이,2001-05-12,9786140402355,12800,1
8962,붉은 별자리 (전면개정판),버지니아 울프,프리렉,인문,2007-02-11,9780488110100,19800,3
8963,새로운 우물의 재발견 (전면개정판),가브리엘 마르케스,프리렉,역사,2017-04-02,9782133703161,11000,3
8964,다시 읽는 거리의 조건 3,남수아,인사이트,인문,2011-08-16,9787727027694,14000,3
8965,무한한 우물 실전 가이드 3,배다은,길벗,경제경영,2016-05-01,9787396638081,18000,5
8966,불완전한 계단의 기술,송윤서,위즈덤하우스,IT,1998-08-23,9780001189758,28000,2
8967,익숙한 노래에 대하여 2,장서윤,북스톤,과학,2003-07-13,9787311348892,15800,3
8968,작은 계절을 찾아서 (합본),오가은,열린책들,경제경영,1998-08-25,9786073543342,38000,2
8969,처음 만나는 지도 완전정복 2,양우진,민음사,자기계발,2002-06-22,9781980843364,19800,8
8970,무한한 시간의 역사 1,조지 오웰,사계절,역사,2000-01-12,9786892291336,12800,5
8971,고요한 섬 연대기,조지 오웰,사계절,여행,2011-12-25,9782973236754,32000,12
8972,아름다운 섬 실전 가이드 (합본),권다은,은행나무,경제경영,1999-03-29,9789815689811,45000,120
8973,오래된 창문의 재발견,신우진,알에이치코리아,경제경영,2006-04-26,9781512323015,22000,45
8974,서툰 거리 입문 1,홍수아,북스톤,여행,2011-03-22,9786999280081,15800,5
8975,다시 읽는 거리의 발견,김재현,김영사,역사,2004-12-16,9781111252363,13500,12
8976,오래된 여행의 기술,고지아,프리렉,에세이,2012-05-12,9788909981905,32000,8
8977,새로운 그림자이야기,안지아,은행나무,과학,2003-06-16,9784808806810,11000,1
8978,새로운 별자리을 위한 안내서,최시우,돌베개,경제경영,2024-08-20,9785973996141,15800,8
8979,보이지 않는 방 수업,레이먼드 카버,민음사,IT,2007-11-09,9781960608273,11000,1
8980,무한한 계단 연대기 (합본),서민준,위즈덤하우스,역사,2000-05-17,9788114964233,19800,5
8981,느린 우물,백서윤,현대문학,인문,2012-09-28,9781107243609,11000,1
8982,완벽한 숲 완전정복 (개정판),도리스 레싱,인사이트,예술,2018-07-24,9780902177700,19800,8
8983,낯선 계절 입문 3,남건우,에이콘출판,여행,2011-04-01,9785702949616,15800,5
8984,마지막 기록을 찾아서 (전면개정판),오태윤,비룡소,자기계발,2018-02-25,9787915771810,38000,12
8985,처음 만나는 겨울의 재발견,양가은,비룡소,역사,2023-10-27,9788484902931,25000,2
8986,보이지 않는 기차의 조건 1,강건우,창비,에세이,2008-05-09,9784862570977,22000,12
8987,아름다운 우물 실전 가이드 (전면개정판),배도윤,마음산책,여행,1999-01-23,9786019614074,15800,8
8988,익숙한 항해에 대하여 (개정판),김은우,현대문학,에세이,2019-06-20,9786799943450,9800,5
8989,서툰 창문에 대하여 (개정판),남건우,인사이트,경제경영,2001-09-17,9787535777684,19800,12
8990,처음 만나는 바다 (개정판),올가 토카르추크,에이콘출판,과학,2024-06-08,9789763224462,9800,5
8991,고요한 저녁의 조건 (합본),문나윤,에이콘출판,인문,2012-10-04,9787614032243,22000,5
8992,단단한 골목의 역사,오도윤,프리렉,IT,2025-10-23,9781901757514,13500,2
8993,느린 계단 노트 (개정판),임지아,한빛미디어,자기계발,2015-01-28,9789285250418,16500,0
8994,새로운 거리의 기술,오은우,열린책들,과학,2010-07-06,9783982501314,13500,5
8995,가장 먼 문장의 발견,심건우,창비,예술,2022-08-11,9780927138018,18000,8
8996,아름다운 문장의 역사 (합본),신예준,에이콘출판,IT,2026-03-11,9781368671820,9800,2
8997,거대한 지도 2,박다은,프리렉,에세이,1998-09-04,9785442261400,15800,20
8998,보이지 않는 여행 연대기 2,가즈오 이시구로,사계절,소설,2014-09-13,9787039260777,32000,120
8999,익숙한 언덕 연대기 (전면개정판),코맥 매카시,돌베개,경제경영,2004-10-23,9789315301657,18000,20
9000,익숙한 겨울의 조건 3,허수아,한빛미디어,인문,2012-01-23,9789334172949,28000,5
9001,잊혀진 문장 실전 가이드,알베르 카뮈,돌베개,경제경영,2007-08-13,9787035087250,11000,2
9002,느린 목소리 연대기 3,강건우,프리렉,경제경영,2004-04-07,9783810656836,13500,3
9003,가장 먼 겨울이야기,양시우,프리렉,역사,2000-05-07,9788238800383,12800,12
9004,익숙한 섬 실전 가이드 3,김주원,창비,소설,2008-11-03,9784209895577,13500,5
9005,익숙한 여행의 재발견,백소율,은행나무,예술,1998-06-05,9789040933953,9800,3
9006,새로운 지도의 재발견 2,최건우,열린책들,IT,2007-08-23,9781319267770,32000,12
9007,이상한 습관이야기 (합본),문윤서,돌베개,자기계발,2015-06-21,9782619633210,18000,120
9008,조용한 문장 실전 가이드,심가은,열린책들,에세이,2011-02-25,9787318964935,38000,8
9009,조용한 섬 수업,신태윤,은행나무,IT,2025-11-06,9788791787194,45000,2
9010,아주 사소한 이름의 조건,신우진,은행나무,에세이,2020-07-29,9782593909985,15800,1
9011,새로운 계절의 조건 3,송하은,김영사,역사,2000-11-13,9780784351900,38000,8
9012,붉은 별자리 입문 (전면개정판),황수아,문학동네,과학,2009-07-13,9781408965252,18000,3
9013,가장 먼 불빛의 재발견 1,서윤서,마음산책,경제경영,1998-10-01,9780431275527,25000,2
9014,익숙한 습관의 역사,송나윤,돌베개,과학,2004-08-04,9782920674717,13500,5
9015,조용한 기차의 기술 (전면개정판),서지호,알에이치코리아,여행,2023-06-21,9787032375769,19800,45
9016,아주 사소한 겨울의 역사 (개정판),고도윤,문학동네,에세이,2025-07-26,9783284658443,45000,20
9017,가장 먼 문장의 조건 1,레이먼드 카버,알에이치코리아,경제경영,2024-10-02,9785032305178,32000,5
9018,붉은 숲 수업 1,유도윤,인사이트,인문,2011-07-24,9781635074315,32000,45
9019,처음 만나는 목소리의 역사,장예준,문학동네,에세이,2023-09-02,9783027040342,15800,3
9020,아주 사소한 정원이야기 (개정판),고소율,비룡소,경제경영,1998-09-13,9788247710257,12800,5
9021,작은 노래 연대기,남가은,에이콘출판,과학,2007-04-22,9788862602723,22000,12
9022,거대한 노래 노트 (전면개정판),박건우,열린책들,경제경영,2022-05-29,9783731991717,45000,120
9023,다시 읽는 언덕 수업,손정우,돌베개,에세이,2014-06-30,9787971125878,38000,8
9024,작은 저녁의 역사,고우진,창비,인문,2020-02-13,9784184004164,18000,3
9025,서툰 골목에 대하여 (개정판),조선호,프리렉,소설,2003-07-10,9782576457337,19800,12
9026,작은 골목의 기술,유은우,열린책들,인문,1999-11-02,9781750616010,25000,45
9027,가장 먼 저녁 연대기 (전면개정판),김재현,웅진지식하우스,예술,2023-10-23,9782320686454,16500,3
9028,눈부신 그림자을 찾아서,박예준,마음산책,에세이,2021-03-01,9782613561093,14000,2
9029,새로운 우물의 재발견,최수아,돌베개,여행,2000-02-15,9788831014267,15800,3
9030,무한한 창문 완전정복 (개정판),서서윤,인사이트,인문,2009-05-13,9780892186237,19800,1
9031,새로운 그림자의 조건 1,레이먼드 카버,은행나무,예술,2005-04-18,9788288104836,45000,2
9032,이상한 도시을 위한 안내서,이소율,현대문학,자기계발,2007-02-27,9785348885627,15800,5
9033,보이지 않는 불빛이야기,안은우,길벗,자기계발,2021-01-29,9783705726567,25000,8
9034,새로운 숲의 조건 2,양소율,비룡소,과학,1998-10-26,9783943165395,15800,3
9035,익숙한 도시 실전 가이드 (전면개정판),고가은,열린책들,에세이,2004-02-15,9780179793291,28000,5
9036,고요한 우물 완전정복 (전면개정판),양선호,돌베개,역사,2017-09-15,9782925144268,45000,12
9037,익숙한 편지 연대기,최지아,민음사,IT,2023-09-08,9786218140197,45000,5
9038,처음 만나는 섬 실전 가이드 3,안건우,비룡소,경제경영,2001-05-17,9783820721554,18000,45
9039,아름다운 숲을 찾아서 (개정판),허지우,돌베개,역사,2015-06-03,9781144580412,25000,5
9040,무한한 숲을 위한 안내서,권서연,한빛미디어,여행,2020-11-08,9788575518509,32000,1
9041,낯선 문장의 재발견 (개정판),문은우,현대문학,예술,2017-08-06,9786905521570,22000,1
9042,처음 만나는 숲의 조건,유주원,에이콘출판,여행,2024-11-19,9786870427641,14000,1
9043,익숙한 아침에 대하여,권서연,프리렉,소설,2024-03-10,9784613233570,38000,5
9044,무한한 아침의 기술 3,홍소율,은행나무,경제경영,2023-01-19,9784564236016,13500,3
9045,조용한 질문의 조건 (합본),송지호,프리렉,예술,2003-03-27,9783747626493,16500,0
9046,조용한 저녁 1,권서윤,한빛미디어,IT,2018-01-22,9789263613771,32000,2
9047,처음 만나는 언덕의 발견 (개정판),고다은,현대문학,자기계발,2006-12-28,9783177812592,11000,12
9048,새로운 마음의 조건 1,강채원,민음사,과학,1999-02-18,9787212400051,11000,5
9049,다시 읽는 아침 입문 1,장지아,인사이트,소설,2000-04-01,9781712146888,15800,5
9050,이상한 불빛 수업 2,가즈오 이시구로,위즈덤하우스,에세이,2016-03-23,9780139076284,13500,20
9051,눈부신 목소리을 위한 안내서,오재현,돌베개,자기계발,2023-05-27,9789158779188,25000,3
9052,불완전한 아침 연대기 (전면개정판),가브리엘 마르케스,창비,여행,2006-09-23,9780838126611,18000,5
9053,낯선 사전 수업 2,도리스 레싱,프리렉,에세이,2012-10-04,9782524801211,9800,0
9054,서툰 우물 실전 가이드,한강,민음사,역사,2010-12-06,9786677769105,28000,2
9055,느린 시간을 찾아서 (합본),안가은,민음사,예술,1999-01-23,9786307875535,12800,0
9056,익숙한 편지,배윤서,현대문학,인문,2005-07-25,9787426938821,18000,12
9057,고요한 저녁 실전 가이드,홍가은,비룡소,에세이,2002-08-02,9787943227151,13500,3
9058,가장 먼 숲 실전 가이드,신민준,현대문학,인문,2004-10-07,9788402071700,28000,12
9059,느린 이름이야기 (개정판),전다은,위즈덤하우스,여행,2024-11-22,9784015769885,19800,5
9060,거대한 사전의 조건 (합본),신건우,민음사,에세이,1999-09-20,9784259047044,15800,0
9061,눈부신 섬의 조건 3,안건우,프리렉,IT,2015-09-07,9787279102671,15800,5
9062,무한한 사전 완전정복,심선호,현대문학,IT,2001-10-17,9785770486406,45000,5
9063,무한한 목소리에 대하여 2,양선호,한빛미디어,예술,1998-10-28,9786070940224,45000,12
9064,마지막 숲의 조건 (합본),강도윤,비룡소,과학,2017-01-14,9782570877316,28000,3
9065,보이지 않는 섬의 조건,알베르 카뮈,비룡소,여행,2016-01-05,9780677733666,9800,8
9066,보이지 않는 숲의 재발견,최지아,프리렉,여행,2021-11-04,9788337403570,25000,20
9067,서툰 계단을 위한 안내서 (합본),신윤서,열린책들,예술,2013-09-18,9780891242101,15800,5
9068,아주 사소한 불빛 연대기,허다은,인사이트,경제경영,2019-03-22,9781241214665,28000,2
9069,가장 먼 질문을 위한 안내서 2,고현우,알에이치코리아,IT,2023-07-01,9787029685214,25000,3
9070,눈부신 노래 실전 가이드 2,가브리엘 마르케스,에이콘출판,에세이,2012-11-06,9786982704644,14000,12
9071,새로운 저녁을 위한 안내서 (전면개정판),박소율,사계절,경제경영,2004-06-13,9785763912873,25000,120
9072,다시 읽는 마음에 대하여 (합본),송윤서,문학동네,경제경영,2010-12-06,9787408002453,12800,12
9073,처음 만나는 시간을 찾아서 (개정판),김은우,프리렉,경제경영,2024-02-05,9788368908892,22000,3
9074,익숙한 편지을 위한 안내서 1,레이먼드 카버,북스톤,여행,2008-08-18,9784693633697,11000,3
9075,느린 목소리 연대기,황수아,마음산책,소설,2017-06-15,9784766334629,16500,8
9076,잊혀진 불빛 입문 (전면개정판),고태윤,알에이치코리아,경제경영,2026-04-07,9785701694048,32000,3
9077,이상한 편지의 역사 (전면개정판),남민준,비룡소,IT,2006-11-19,9784731051144,25000,45
9078,단단한 별자리,버지니아 울프,길벗,인문,1999-04-23,9788191149751,14000,5
9079,작은 항해의 조건 3,장지아,은행나무,여행,2014-11-18,9783216053519,12800,120
9080,조용한 약속의 기술 (합본),양현우,마음산책,과학,1998-10-29,9781642821502,28000,3
9081,새로운 숲 연대기 3,최건우,열린책들,예술,2000-12-23,9785334349904,28000,8
9082,불완전한 항해이야기 (개정판),한은우,에이콘출판,역사,2005-10-24,9781052658329,14000,20
9083,느린 기차 수업,권서윤,북스톤,IT,2002-06-07,9789475162729,13500,20
9084,느린 정원의 조건,손하은,웅진지식하우스,과학,2018-07-03,9786962393266,15800,45
9085,새로운 습관을 위한 안내서 2,권정우,웅진지식하우스,과학,2010-12-02,9786927958419,15800,1
9086,낯선 이름이야기 2,장은우,프리렉,IT,2002-02-22,9782157340571,13500,12
9087,오래된 마음의 재발견,버지니아 울프,마음산책,에세이,2013-04-08,9781190823954,25000,12
9088,서툰 그림자의 발견 1,허수아,창비,역사,2020-01-14,9787319344897,19800,3
9089,서툰 골목,허태윤,민음사,에세이,2013-05-13,9789306186280,25000,45
9090,오래된 계단을 위한 안내서,서서연,창비,예술,2019-12-02,9787818678495,14000,1
9091,아주 사소한 방 노트 2,박우진,프리렉,경제경영,2023-02-04,9787330828979,16500,5
9092,새로운 기록의 발견,배우진,프리렉,역사,2015-08-22,9784211810842,12800,5
9093,마지막 목소리의 기술 (개정판),최은우,프리렉,소설,2005-05-10,9787822097073,15800,120
9094,아름다운 문장 실전 가이드 (전면개정판),김선호,웅진지식하우스,역사,2024-10-23,9789694032322,12800,3
9095,고요한 불빛 노트,안하은,비룡소,여행,2021-12-14,9788572841877,12800,5
9096,아름다운 창문 연대기 2,허하은,현대문학,소설,2014-08-07,9785213152849,11000,120
9097,단단한 습관 수업,심지우,프리렉,과학,2022-03-18,9781482131851,11000,1
9098,불완전한 골목의 조건,유선호,길벗,소설,2021-04-02,9787183476533,13500,0
9099,거대한 언덕 (전면개정판),송예준,사계절,과학,2005-12-28,9785974021746,45000,20
9100,거대한 마음의 재발견 3,김은우,창비,에세이,2002-10-31,9785448905284,13500,20
9101,보이지 않는 숲 연대기 2,한정우,길벗,에세이,2018-04-15,9787477631548,25000,3
9102,아름다운 질문을 위한 안내서,권다은,북스톤,예술,2002-12-07,9784377258953,38000,8
9103,이상한 여행 노트,배도윤,은행나무,인문,2000-09-23,9787047561981,11000,12
9104,마지막 언덕의 발견,임수아,웅진지식하우스,과학,1999-08-16,9786789562403,13500,3
9105,서툰 마음을 찾아서,김건우,김영사,소설,2025-08-06,9783228131881,12800,3
9106,아름다운 언덕 완전정복,고수아,위즈덤하우스,예술,2010-01-30,9785644571394,16500,20
9107,눈부신 불빛의 발견,헤르만 헤세,창비,소설,2015-10-17,9784266064193,13500,0
9108,조용한 우물 노트,임서연,현대문학,과학,2022-02-03,9781469022446,32000,12
9109,단단한 숲 완전정복,코맥 매카시,북스톤,소설,2003-08-30,9780144555868,15800,45
9110,마지막 겨울을 위한 안내서 3,허재현,김영사,역사,2016-09-24,9781696927831,32000,3
9111,다시 읽는 언덕,백채원,위즈덤하우스,소설,2015-06-21,9787006171088,18000,3
9112,서툰 노래의 역사 (합본),버지니아 울프,에이콘출판,자기계발,2012-02-15,9780089511459,15800,1
9113,불완전한 불빛의 조건 (합본),남소율,프리렉,소설,2004-09-24,9785946315244,14000,12
9114,잊혀진 언덕의 재발견,황민준,한빛미디어,인문,2018-10-27,9782282998161,9800,12
9115,무한한 계절이야기,권예준,돌베개,경제경영,2013-06-10,9784185571162,11000,2
9116,이상한 언덕의 기술,허지호,문학동네,역사,2022-04-14,9787280250495,45000,8
9117,보이지 않는 시간 1,강태윤,한빛미디어,인문,2014-03-26,9783666836900,28000,12
9118,이상한 섬을 위한 안내서,마거릿 애트우드,프리렉,예술,2004-09-25,9787786069749,32000,45
9119,단단한 별자리을 찾아서,이우진,은행나무,소설,2019-03-06,9787080762784,22000,8
9120,아름다운 항해의 재발견 3,코맥 매카시,현대문학,과학,2021-04-17,9783435268883,14000,12
9121,고요한 노래 연대기 3,마거릿 애트우드,현대문학,인문,1998-04-06,9784048856094,45000,8
9122,불완전한 계단에 대하여 (전면개정판),임가은,열린책들,과학,2018-03-29,9789052224682,16500,20
9123,처음 만나는 도시 수업,박민준,민음사,경제경영,2018-08-21,9788483957146,19800,12
9124,서툰 불빛이야기 3,임태윤,은행나무,예술,2008-05-24,9786651706877,28000,45
9125,가장 먼 아침의 역사,장예준,에이콘출판,IT,2001-01-17,9781249941940,18000,3
9126,익숙한 우물 수업 (합본),고가은,문학동네,IT,2021-10-10,9788021341967,45000,8
9127,오래된 겨울 노트 (개정판),백지아,사계절,예술,2002-11-25,9780207628787,9800,8
9128,느린 노래 실전 가이드 2,최소율,돌베개,자기계발,2009-11-24,9782397910666,9800,3
9129,보이지 않는 기록 수업,최건우,민음사,에세이,2016-06-29,9782027093633,18000,3
9130,느린 바다에 대하여 (합본),서현우,사계절,경제경영,2001-12-14,9783920673070,11000,3
9131,처음 만나는 사전 완전정복 (개정판),레이먼드 카버,현대문학,과학,2001-01-19,9787672204123,45000,2
9132,아름다운 창문 완전정복 (합본),김윤서,현대문학,자기계발,2001-08-12,9782628328130,38000,45
9133,서툰 습관이야기 1,손정우,한빛미디어,자기계발,2001-06-21,9788335302143,32000,2
9134,거대한 습관 실전 가이드,홍도윤,돌베개,과학,2010-03-03,9788734328864,45000,8
9135,서툰 그림자의 발견 3,오채원,알에이치코리아,에세이,2024-05-29,9788463204199,13500,45
9136,보이지 않는 저녁의 조건,양태윤,창비,과학,2006-06-14,9781480405127,14000,8
9137,아주 사소한 방의 조건 2,장서윤,열린책들,예술,2017-03-06,9785559097471,38000,20
9138,익숙한 저녁 완전정복 2,오주원,창비,소설,2011-06-03,9787079975339,45000,12
9139,단단한 도시의 기술,허수아,길벗,인문,2010-06-21,9786904687434,13500,12
9140,새로운 숲의 역사,양민준,현대문학,인문,2006-08-31,9782039427730,28000,8
9141,다시 읽는 습관 수업 1,윤민준,사계절,예술,2004-02-02,9783153049825,18000,12
9142,아름다운 목소리을 찾아서 1,남현우,은행나무,역사,2025-07-06,9786379966751,38000,3
9143,완벽한 정원의 조건,한다은,열린책들,경제경영,2002-03-19,9788308562199,32000,5
9144,가장 먼 여행에 대하여 1,백현우,웅진지식하우스,경제경영,2021-09-04,9789116097465,13500,12
9145,완벽한 질문 (개정판),허서연,사계절,역사,2008-08-28,9784341206588,22000,3
9146,거대한 기록의 기술 (전면개정판),한예준,프리렉,경제경영,1999-05-16,9786718167665,12800,45
9147,작은 겨울 완전정복 (합본),한강,길벗,IT,2012-09-03,9780801848325,25000,5
9148,가장 먼 약속의 조건 3,조하은,에이콘출판,IT,2021-10-16,9788182746069,13500,3
9149,잊혀진 저녁의 기술 (합본),김선호,알에이치코리아,자기계발,2014-12-16,9785497130666,18000,0
9150,무한한 항해의 기술 (합본),강채원,북스톤,과학,2009-02-11,9780300239272,25000,5
9151,오래된 거리의 기술 2,백하은,돌베개,자기계발,2006-06-18,9783038322228,22000,3
9152,오래된 편지의 기술 3,안시우,비룡소,에세이,2008-04-03,9781907137788,18000,5
9153,이상한 골목을 찾아서 (합본),배태윤,현대문학,IT,2007-10-20,9785527409443,25000,3
9154,가장 먼 시간 수업 1,신채원,위즈덤하우스,경제경영,2017-08-04,9789858830733,16500,45
9155,처음 만나는 저녁의 조건 (전면개정판),송도윤,프리렉,인문,1998-05-21,9789672461198,15800,3
9156,작은 계절 입문 (전면개정판),박선호,마음산책,여행,2007-08-15,9786507213536,28000,5
9157,작은 겨울에 대하여 (개정판),서현우,마음산책,여행,2023-10-06,9784504992095,14000,8
9158,붉은 습관에 대하여 (개정판),문하은,에이콘출판,경제경영,2007-06-26,9789784884548,28000,8
9159,불완전한 별자리의 재발견 (합본),송건우,현대문학,과학,2003-02-24,9781774354749,38000,3
9160,단단한 시간의 기술,서선호,김영사,여행,2005-08-21,9783464313353,9800,120
9161,다시 읽는 사전 실전 가이드,알베르 카뮈,에이콘출판,인문,2002-03-12,9787219331814,22000,1
9162,다시 읽는 항해 노트 (합본),전가은,현대문학,IT,2005-11-17,9781044512579,12800,5
9163,불완전한 질문의 조건,황서연,인사이트,소설,2004-02-02,9787795233739,9800,12
9164,가장 먼 도시 2,남지호,은행나무,여행,2022-01-08,9786710702857,11000,1
9165,아름다운 기차을 찾아서 1,백시우,한빛미디어,IT,1999-08-18,9789603108094,11000,0
9166,오래된 지도 연대기 (합본),고나윤,은행나무,IT,2002-06-11,9789388310982,45000,20
9167,불완전한 이름에 대하여,헤르만 헤세,문학동네,인문,1999-05-27,9785014967718,16500,1
9168,이상한 질문 수업 (전면개정판),권도윤,현대문학,과학,2017-08-26,9786470244890,45000,0
9169,이상한 약속의 재발견,백예준,웅진지식하우스,인문,2000-11-12,9782840281456,12800,5
9170,고요한 시간 입문 (개정판),권시우,창비,역사,2026-02-24,9788175573182,19800,2
9171,작은 골목을 찾아서,유지호,현대문학,에세이,2008-05-27,9784973338432,12800,12
9172,가장 먼 계단 연대기,황소율,돌베개,IT,2002-06-08,9786980317704,22000,5
9173,작은 그림자에 대하여 (합본),유지호,돌베개,역사,2004-01-20,9785715002323,19800,12
9174,고요한 시간 수업 (전면개정판),윤나윤,김영사,과학,2024-02-26,9789869385180,45000,20
9175,잊혀진 노래,손가은,한빛미디어,소설,2001-02-06,9785711630184,22000,3
9176,익숙한 바다 연대기,오은우,열린책들,인문,2005-04-30,9784290576419,15800,3
9177,다시 읽는 골목의 재발견,한지우,돌베개,예술,2012-02-12,9788962467178,14000,20
9178,마지막 계단 실전 가이드,서민준,은행나무,소설,2011-02-18,9788144192529,18000,1
9179,서툰 숲이야기 2,레이먼드 카버,김영사,여행,2015-04-29,9781436274936,11000,45
9180,서툰 불빛 연대기 (개정판),장지우,현대문학,에세이,2002-12-02,9785629538212,19800,1
9181,완벽한 시간 입문 (전면개정판),가브리엘 마르케스,에이콘출판,여행,2024-03-30,9788597704025,22000,0
9182,단단한 도시 노트,아니 에르노,사계절,자기계발,2017-03-21,9789863799995,11000,5
9183,무한한 방에 대하여,윤소율,인사이트,IT,2017-11-05,9783092290815,38000,8
9184,잊혀진 언덕에 대하여 3,배시우,돌베개,역사,2009-08-11,9786299900305,45000,5
9185,작은 노래의 기술,무라카미 하루키,문학동네,에세이,2017-12-02,9781775918853,22000,3
9186,이상한 별자리이야기,권수아,위즈덤하우스,여행,2006-11-23,9789370538252,25000,2
9187,처음 만나는 계단의 기술,고지우,현대문학,자기계발,2008-05-04,9781812408491,14000,3
9188,아름다운 겨울 실전 가이드 1,안지호,마음산책,과학,2021-10-23,9787171862243,16500,12
9189,불완전한 그림자 수업,김수아,에이콘출판,경제경영,2007-10-13,9782038275727,32000,3
9190,이상한 기록의 재발견 3,전우진,길벗,예술,2009-03-18,9780496711375,11000,8
9191,서툰 문장 3,남다은,웅진지식하우스,IT,2026-02-27,9786490460560,45000,8
9192,익숙한 섬 연대기,신도윤,비룡소,여행,2021-11-03,9782782975872,11000,0
9193,아주 사소한 기차 입문 2,황서윤,사계절,여행,2008-09-29,9787180723851,12800,8
9194,고요한 문장 입문,전재현,에이콘출판,에세이,2012-05-25,9788497206587,11000,3
9195,아름다운 아침 완전정복 (개정판),김우진,은행나무,인문,2001-05-27,9780160471239,14000,8
9196,아름다운 사전을 위한 안내서,유주원,프리렉,경제경영,2005-09-24,9780892538503,15800,0
9197,낯선 목소리 노트 1,무라카미 하루키,사계절,예술,2025-09-12,9786993987293,13500,1
9198,느린 항해 수업,고서윤,창비,에세이,2019-05-07,9783525997978,16500,2
9199,불완전한 숲 실전 가이드 1,황정우,길벗,에세이,2001-03-08,9788687139790,19800,1
9200,마지막 항해의 기술,홍정우,한빛미디어,소설,2017-04-09,9787429685010,45000,45
9201,조용한 사전 실전 가이드,한현우,프리렉,여행,2019-12-07,9787825344456,14000,3
9202,완벽한 편지을 위한 안내서,허현우,웅진지식하우스,여행,2009-07-06,9785299703049,11000,45
9203,새로운 언덕 수업,권지아,민음사,경제경영,2016-04-28,9786794371073,12800,3
9204,불완전한 사전에 대하여 (합본),마거릿 애트우드,길벗,경제경영,2002-10-28,9785157515151,32000,12
9205,느린 질문의 기술,양재현,알에이치코리아,자기계발,2020-12-01,9787006111397,28000,5
9206,다시 읽는 기차의 역사 (전면개정판),이지우,민음사,예술,2000-03-25,9785930132428,11000,5
9207,거대한 바다의 발견,남은우,김영사,에세이,2021-10-11,9786158305649,25000,3
9208,마지막 질문에 대하여 (개정판),송나윤,김영사,IT,2021-01-09,9789093805991,45000,8
9209,오래된 여행 (개정판),김하은,문학동네,인문,2000-12-31,9784285927621,9800,2
9210,고요한 목소리 실전 가이드 (개정판),조소율,현대문학,과학,2017-09-03,9787814232886,16500,45
9211,다시 읽는 우물이야기 (합본),도리스 레싱,현대문학,에세이,2014-01-23,9781024951622,9800,2
9212,처음 만나는 거리의 조건 3,고정우,북스톤,역사,2017-08-03,9788318291693,19800,5
9213,낯선 여행의 기술 3,장민준,비룡소,역사,2001-11-01,9788753916117,11000,120
9214,처음 만나는 습관의 재발견,윤다은,인사이트,과학,2005-02-23,9788839019832,16500,1
9215,무한한 우물 연대기 3,문다은,은행나무,에세이,2019-06-17,9788724994710,14000,2
9216,불완전한 여행 수업 2,헤르만 헤세,길벗,인문,2011-09-24,9787699994542,18000,1
9217,잊혀진 시간의 역사 1,박다은,문학동네,예술,1998-09-12,9780192338292,15800,3
9218,아름다운 기록 완전정복 (합본),조시우,한빛미디어,경제경영,2010-04-19,9787967884886,19800,1
9219,낯선 우물의 기술 (합본),박지아,창비,과학,2012-05-22,9781478864710,15800,120
9220,서툰 편지 완전정복,홍은우,열린책들,여행,2016-02-25,9781442618240,28000,8
9221,무한한 겨울의 조건,임민준,위즈덤하우스,인문,2023-12-02,9789828483647,32000,45
9222,가장 먼 지도의 재발견 3,코맥 매카시,북스톤,소설,2004-02-15,9785138221414,22000,12
9223,낯선 마음 노트 3,한건우,문학동네,자기계발,2013-08-12,9786483221019,15800,0
9224,아름다운 언덕 수업 (합본),허수아,위즈덤하우스,예술,2015-11-13,9782534471006,22000,5
9225,서툰 거리 입문 2,한태윤,김영사,IT,2025-09-07,9782506121147,45000,45
9226,보이지 않는 불빛의 조건 3,코맥 매카시,김영사,예술,1999-10-24,9783450743224,38000,2
9227,고요한 아침의 발견 (합본),유재현,열린책들,자기계발,2023-10-09,9788882692853,15800,12
9228,눈부신 약속의 역사,백지아,돌베개,에세이,2004-08-30,9785405456082,25000,3
9229,보이지 않는 방 (전면개정판),유서연,은행나무,경제경영,1998-12-02,9786261591013,18000,120
9230,거대한 방 (전면개정판),한선호,김영사,소설,2006-06-03,9787446629087,13500,8
9231,느린 시간의 재발견,심선호,문학동네,자기계발,2013-11-11,9787746725840,22000,5
9232,거대한 기록을 찾아서 1,가브리엘 마르케스,현대문학,예술,2016-01-21,9783970842089,9800,8
9233,눈부신 겨울 완전정복 (개정판),박하은,위즈덤하우스,인문,2015-07-25,9780543425009,28000,5
9234,다시 읽는 약속의 발견 (전면개정판),한강,돌베개,여행,2018-01-16,9781252337803,38000,3
